User	Party	Round	Question	Answer	Confidence	Justification	Source
2	1	2	8	5	4	The 'bedroom tax' is a Conservative policy from this parliament, and therefore it is highly unlikely that they would scrap it. Ian Duncan Smith claims that not only does it save the public purse a significant amount, but the public also agree with it: 'new polling shows there is strong public support for reducing under-occupation and overcrowding.  In fact, 78 per cent of those who took part thought it was important to tackle the issue of overcrowding in social housing.  54 per cent agreed that it is fair that people of working age, who live in social housing, should receive less Housing Benefit if they have more bedrooms than they need.  While we believe these reforms will lead to a fairer system, we also expect them to generate a saving to the taxpayer of around £500 million a year and £1 billion over the last two years of this Government.' 	http://www.conservativehome.com/platform/2013/11/the-public-agree-that-cutting-the-spare-room-subsidy-is-fair.html
5	1	2	8	5	4	The 'bedroom tax' was a key Conservative policy. 	http://www.conservativehome.com/localgovernment/2013/02/cutting-the-spare-room-rent-subsidy-is-fair.html
8	1	2	8	5	4	"""The bedroom tax has been a controversial plank of the government's welfare reforms and Tory ministers have resisted frequent demands for the rules of the policy to be changed. "",""http://www.theguardian.com/society/2014/sep/05/bedroom-tax-bill-splits-coalition-second-reading"	http://www.theguardian.com/society/2014/sep/05/bedroom-tax-bill-splits-coalition-second-reading
9	1	2	8	4	3	'David Cameron's authority received a damaging blow on Friday when a Liberal Democrat-sponsored bill aimed at modifying the bedroom tax was voted through to the next stage in parliament after dozens of Tory MPs ignored whips' demands to vote with the government.  Labour MPs joined with the Tories' coalition partners to send the affordable homes bill, sponsored by Andrew George MP, through to a second reading vote by 306 to 231. Seventy Conservative MPs ignored a three line whip and stayed away from Westminister. Angie Bray, Tory MP for Ealing Central and Acton, voted against her party.  The issue has split the coalition, with one Tory MP, Philip Davies, claiming the Liberal-Tory pact has ended. Usually, the government can rely on a majority of more than 60. If passed, the bill would mean people who cannot be found a smaller home would be exempt from the cut in housing benefit. Disabled people who need a spare bedroom or who have had their homes adapted would be exempt.'	http://www.theguardian.com/society/2014/sep/05/bedroom-tax-bill-splits-coalition-second-reading
10	1	2	8	5	3	The Coalition Government introduced the bedroom tax and the Conservative Party voted against Lib-Dem/Labour proposals for reforms to it in September 2014.	http://www.theguardian.com/society/2014/sep/05/bedroom-tax-bill-splits-coalition-second-reading
2	1	2	9	4	3	"The Conservative Party face constant accusations of pushing through 'sneaking privatisation' of the NHS. The Conservative Party is not generally trusted by the public in this area, and David Cameron called Labour's accusations that he supported creeping privatisation 'nonsense'.  (http://news.sky.com/story/1344890/cameron-denies-privatising-the-nhs-claims) Cameron was even clearer when speaking on whether the TTIP trade deal with the US could allow US companies to become involved in a privatised NHS: ""It's our National Health Service, it's in the public sector and it will stay in the public sector (...) That's not going to change, it will remain free at the point of public use."" (http://www.mirror.co.uk/news/uk-news/david-cameron-denies-claims-america-4637876)  The Conservatives generally focus on a strong economy as the key to a strong NHS, and address issues such as cutting red tape and making savings rather than discussing privatisation. Whilst denying that they are looking to"	https://www.conservatives.com/SecuringABetterFuture/GoodServices.aspx
5	1	2	9	4	4	Priate sector involvement in the NHS has expanded under the party's leadership. 	http://www.newstatesman.com/politics/2014/12/governments-reforms-third-nhs-contracts-have-gone-private-sector
8	1	2	9	5	4	Cabinet minister, Francis Maude, speaking at a recent  event in London about the Better Care Fund, 'criticised the government's £5.3bn central policy to save the NHS and claimed it will only work if private firms are given a much bigger role'.   	http://www.theguardian.com/society/2014/dec/22/nhs-better-care-fund-francis-maude-private-firms
9	1	2	9	4	3	Tory Francis Maude says NHS reforms hinge on inclusion of private firms Maude wants private firms to get health service work under £5.3bn Better Care Fund aiming to knit health and social care'	http://www.theguardian.com/society/2014/dec/22/nhs-better-care-fund-francis-maude-private-firms
10	1	2	9	4	3	"The Health and Social Care Act introduced by the Coalition Government in 2012 was amended by Liberal Democrat proposals.  The Liberal Democrat Party successfully tabled amendments to reduce private sector involvement in the NHS through the 2012 Health and Social Care Bill. The House of Commons library quoted Clegg on page 4 on their report on the Bill by stating:  "" 'Äúfinal'Äù changes to the Bill, intended 'Äúto rule out beyond doubt any threat of a US-style market in the NHS'Äù  "",""http://www.parliament.uk/briefing-papers/SN06252.pdf"	http://www.parliament.uk/briefing-papers/SN06252.pdf
2	1	2	10	1	4	"There is no evidence that the Conservative Party is considering changing the law regarding drugs. David Cameron spoke out against any reform of drugs policy in October, despite the enthusiasm of his coalition partners the Liberal Democrats: ''ÄúI don't believe in decriminalising drugs that are illegal today. I'm a parent with three children; I don't want to send out a message that somehow taking these drugs is OK or safe.'Äù  The prime minister added: 'ÄúUnder this government, drug use is falling and I think that is because we have followed an evidence-based approach. We've been focusing on education, prevention and treatment, and that is the right approach to take.'Äù  A No 10 statement rounded on Clegg: 'ÄúThe Lib Dem policy would see drug dealers getting off scot-free and send an incredibly dangerous message to young people about the risks of taking drugs.'Äù'"	http://www.theguardian.com/politics/2014/oct/30/cameron-refuses-review-of-drugs-policy-despite-lib-dem-pressure
5	1	2	10	1	3	The party may seek partial legislation but not full decriminalisation.	http://www.independent.co.uk/news/uk/politics/tory-thinktank-pushes-for-easing-of-cannabis-laws-to-be-cornerstone-of-partys-election-manifesto-9299048.html
8	1	2	10	1	4	"A Government report published in September 2014 on the link between tough penalties and drug use found 'There is ""no obvious"" link between tough laws and levels of illegal drug use'..  Commenting on the report, Prime Minister David Cameron said 'the research did not offer ""specific conclusions"" and said he did not ""believe in"" decriminalising drugs. Under this government drug use is falling and I think that's because we have followed an evidence-based approach'.     "	http://www.bbc.com/news/uk-29824764
9	1	2	10	1	3	"Prime Minister David Cameron said the research did not offer ""specific conclusions"" and said he did not ""believe in"" decriminalising drugs."	http://www.bbc.co.uk/news/uk-29824764
10	1	2	10	1	3	"On 31st October 2014, the Guardian reported David Cameron as stating:  ""'ÄúI don't believe in decriminalising drugs that are illegal today. I'm a parent with three children; I don't want to send out a message that somehow taking these drugs is OK or safe.'Äù"",""http://www.theguardian.com/politics/2014/oct/30/cameron-refuses-review-of-drugs-policy-despite-lib-dem-pressure"	http://www.theguardian.com/politics/2014/oct/30/cameron-refuses-review-of-drugs-policy-despite-lib-dem-pressure
2	1	2	11	1	4	David Cameron has stated that he would bring back a 'Snoopers' Charter' if re-elected. Speaking after the Charlie Hebdo terror attacks in France, the Guardian reports that: 'Cameron told ITV News: 'ÄúWe do need to modernise our rules about interception. What we have done passing the recent law is we said that law will automatically fall in 2016 so a future government, whether it is led by me or led by someone else, will have to confront this issue and legislate.  'ÄúI have a very simple approach to this issue which is that ever since we faced these terrorist threats it has always been possible, in extremis, with the signature of a warrant from the home secretary, to intercept your communications, my communications, or anyone else, if there is a threat of terrorism. That is applied whether you are sending a letter, whether you are making a phone call, whether you are using a mobile phone, or whether you are using the internet. I think we cannot allow modern forms of communication to be ex	http://www.theguardian.com/politics/2015/jan/11/david-cameron-snoopers-charter-tory-election-win
5	1	2	11	1	4	David Cameron will refuse to form another coalition with the Liberal Democrats unless Nick Clegg backs down over his opposition to the so-called 'Äúsnoopers' charter'Äù, senior Government sources have warned. The Prime Minister sees his bid to ramp up internet surveillance powers to prevent terrorists plotting online atrocities online as a 'Äúred line'Äù in any future coalition negotiations.	http://www.telegraph.co.uk/technology/internet-security/11343771/No-coalition-without-snoopers-charter-Conservative-sources-say.html
8	1	2	11	2	4	For the forthcoming May 2015 General Election, the Conservatives Party advocates in their manifesto 'New laws to make it easier for the police to collect information about internet activity by suspected criminals. A Communications Data Act, requiring companies to start storing certain types of information'. 	http://www.bbc.com/news/uk-politics-29642613
9	1	2	11	1	3	'Theresa May sets out plans to monitor internet use in the UK  Details of internet use in the UK will have to be stored for a year to allow police and intelligence services to access it, under government plans.  Records will include people's activity on social network sites, webmail, internet phone calls and online gaming.'	http://www.bbc.co.uk/news/uk-politics-18434112
10	1	2	11	2	3	"On 15th January 2015, the BBC reported Theresa May's plans to introduce the Communications Data Bill which provides for the retention and surrender of data by ISPs and telecoms companies:  "" Without the Communications Data Bill, Mrs May said crimes ""would go unpunished"	http://www.bbc.co.uk/news/uk-politics-30816331
2	1	2	13	2	3	"The Conservative Party is divided on the issue of fracking at a local level - but its leadership is pro-fracking. Similar to planning policy, this divides the Party between thier more rural, small 'c' conservative/""NIMBY' instincts, and its more progressive wing. As the New Statesman observed:   'Tory England liked fracking a lot more before the discovery that it could happen in sedate southern Shires. The point was made with accidentally satirical candour by David Howell, a Conservative peer and former minister, when he suggested that environmental disruption should be reserved for 'Äúdesolate'Äù northern provinces.   The gaffe had added pungency because Howell's son-in-law is George Osborne, the government's main cheerleader for fracking.'  Also see: http://www.conservativesagainstfracking.org/  However, David Cameron has attacked the 'religiosity' of fracking critics, and said that he would happily allow shale gas extraction in his constituency (http://www.bbc.co.uk/news/uk-poli"	http://www.newstatesman.com/uk-politics/2013/08/fracking-war-shows-how-tory-party-has-been-captured-recession-proof-old-guard
5	1	2	13	2	4	The party, and key figures within it, have been largely supportive of fracking. 	http://www.theguardian.com/environment/2015/jan/26/george-osborne-ministers-fast-track-fracking
8	1	2	13	2	4	"""The coalition government has thrown its support behind it, with an Infrastructure Bill containing measures to change trespass laws to facilitate fracking, incentives offered to local communities for accommodating fracking, generous tax breaks for the fracking industry, and a new oil and gas ""licensing round"" which has opened up almost half the country to the potential of exploratory drilling."",""http://www.bbc.co.uk/news/uk-politics-28774052"	http://www.bbc.co.uk/news/uk-politics-28774052
9	1	2	13	2	2	Generally - Party is not totally united on the issue!  'The Conservative Party's enthusiasm for fracking is, officially, supported by the Lib Dem leadership.'  But there also exist groups such as Conservatives against Fracking.	http://www.bbc.co.uk/news/uk-politics-28774052
10	1	2	13	2	3	"On Monday 26th January The Guardian website reported that David Cameron had said:  'ÄúI want to see unconventional [shale] gas properly exploited in our country,'Äù said Cameron, during a visit to Hampshire on Monday. 'ÄúI think there are good reasons for doing this. We want to have greater energy security, we want to keep prices down, we also want to tackle climate change.'Äù""  This is despite some protests from Conservatives, for example those who set up the website http://www.conservativesagainstfracking.org/   "	http://www.theguardian.com/environment/2015/jan/26/david-cameron-rejects-fracking-ban-shale-gas
2	1	2	14	1	4	"David Cameron claimed at the end of Dec 2014 that people have 'had  enough' of wind farms, and the BBC reports that the Conservatives have pledged to end subsidies for new wind farms:  'Mr Cameron said it was right that future developments should have to make their case through the planning system with no more subsidies. People are ""frankly fed up with so many wind farms being built that won't be necessary"", he said. ""Enough is enough and I am very clear about that"", he added. When the Conservatives revealed their plans to end subsidies, Lib Dem Energy Secretary Ed Davey said: ""Putting the brakes on onshore wind would be disastrous for business and jobs in our growing green economy."""""	http://www.bbc.co.uk/news/uk-politics-30504891
5	1	2	14	1	3	The Conservatives have said they will not subsidise new onshore wind farms if they win the 2015 general election.  Energy Minister Michael Fallon said any project not granted planning permission before the election would not get funds as the UK would already have enough wind power to meet 2020 EU targets.	http://www.bbc.co.uk/news/uk-politics-27137184
8	1	2	14	1	4	In an article in Huffington Post, entitled 'Conservative Party Pledges To Cut Wind Farm Public Subsidies If It Wins 2015 General' Energy Minister stated that 'A Conservative government elected in 2015 would axe public subsidies for any newly planned on-shore wind turbines. 	http://www.huffingtonpost.co.uk/2014/04/24/tories-pledge-wind-farms-cut_n_5203261.html
9	1	2	14	1	4	'Onshore wind farms subsidies would be scrapped by Tories'	http://www.bbc.co.uk/news/uk-politics-27137184
10	1	2	14	2	3	"I'm not changing my answer to 'Completely Agree' because the Guardian reported that:  ""Tories will also pledge in their 2015 manifesto to press ahead with an intensification of offshore windfarms""  On 4th April 2014 The Guardian reported Conservative policy shifting to support only for offshore wind farms:  ""The Conservative party is planning to pledge in its manifesto for next year's general election that it will introduce a moratorium on future onshore windfarms from 2020 on the grounds that they have now become ""self-defeating"".""  "	http://www.theguardian.com/environment/2014/apr/04/conservatives-promise-ban-new-onshore-windfarms
2	1	2	15	2	4	David Cameron personally attached himself to this government's gay marriage legislation. Whilst there is significant opposition within his party, Cameron has clearly aligned himself on this issue, and it is highly unlikely that the Conservative Party would change course unless its leadership changed.	http://www.pinknews.co.uk/2014/03/28/david-cameron/
5	1	2	15	2	4	The party spearheaded reform around same sex marriage but it divided elected representatives in the Commons. 	http://www.telegraph.co.uk/news/politics/9844514/Conservative-party-ripped-apart-by-gay-marriage-vote.html
8	1	2	15	1	4	"""Culture secretary Maria Miller said ""marriage is the bedrock of our society and now irrespective of sexuality everyone in British society can make that commitment"".  ""It is a wonderful achievement and whilst this legislation may be about marriage, its impact is so much wider. Making marriage available to all couples demonstrates our society's respect for all individuals regardless of their sexuality,"" she said."",""http://www.huffingtonpost.co.uk/2013/07/17/gay-marriage-is-now-legal-in-the-uk_n_3610453.html"	http://www.huffingtonpost.co.uk/2013/07/17/gay-marriage-is-now-legal-in-the-uk_n_3610453.html
9	1	2	15	2	3	Backbenchers are not so keen on the idea, despite it being Conservative legislation.  'Gay marriage: MPs back bill despite Conservative backbench opposition'  	http://www.bbc.co.uk/news/uk-politics-21346220
10	1	2	15	2	2	The Coalition Government passed legislation allowing same-sex couples to marry in 2013.  This was opposed by a number of Conservative MPs, but supported by the leadership.	http://www.theguardian.com/society/2013/may/21/gay-marriage-bill-divides-conservatives
2	1	2	17	2	3	"David Cameron has claimed that ""We are a Christian country and we should not be afraid to say so"". How strongly this would manifest itself in practise is unclear. There is no formal policy."	http://www.bbc.co.uk/news/uk-politics-16224394
5	1	2	17	2	3	Whilst Christianity is important for the party and its membership, it has no clear policy on Christianity. 	http://www.newstatesman.com/uk-politics/2010/04/conservative-christian
8	1	2	17	2	4	In an article for the Church Times, Prime Minister, David Cameron wrote 'ÄúI believe we should be more confident about our status as a Christian country, more ambitious about expanding the role of faith-based organisations, and, frankly, more evangelical about a faith that compels us to get out there and make a difference to people's lives'Äù. 	http://www.independent.co.uk/news/uk/home-news/tory-james-arbuthnot-comes-out-as-an-atheist-claiming-mps-must-pretend-to-be-religious-9983538.html#
9	1	2	17	2	3	'David Cameron: I am evangelical about Christian faith  Prime minister criticises some non-believers for failing to see that faith can give people a 'moral code''	http://www.theguardian.com/politics/2014/apr/16/david-cameron-evangelical-about-christian-faith
10	1	2	17	2	3	"In April 2014, David Cameron was reported by the BBC website (on 23rd April 2014) of suggesting that the UK should be more confident:  "" Mr Cameron had also said Britons should be ""more confident"" in defending ""Christian values"". "" "	http://www.bbc.co.uk/news/uk-politics-27121879
2	1	2	18	4	3	"The Conservative Party has not committed to extend paid paternity leave - and has attempted a blocking or a  'watering down' of Liberal Democrat-led policy on this issue:  'Sources said Grant Shapps, the Conservative party chairman, led an effort to water down the package, backed by Philip Hammond, the defence secretary, Francis Maude, a cabinet office minister, Chris Grayling, the justice secretary, and Eric Pickles, the communities secretary.  The Conservative cabinet ministers wanted couples to give a binding commitment on how they would share the leave in advance, but the Lib Dems argued this would defeat the point of flexibility.  However, the Tories managed to retain the rules that parents will only be entitled to get the same job back if they take less than six months off, with anyone who takes longer potentially getting a similar but not identical role.  The Conservatives previously killed off Nick Clegg's demands for a month of dedicated ""daddy leave"" instead of the cu"	http://www.theguardian.com/money/2013/nov/29/jo-swinson-conflict-jobs-family-life
5	1	2	18	4	3	"The Conservative cabinet ministers wanted couples to give a binding commitment on how they would share the leave in advance, but the Lib Dems argued this would defeat the point of flexibility.  However, the Tories managed to retain the rules that parents will only be entitled to get the same job back if they take less than six months off, with anyone who takes longer potentially getting a similar but not identical role.  The Conservatives previously killed off Nick Clegg's demands for a month of dedicated ""daddy leave"" instead of the current two weeks.  The two parties have agreed to review the take-up of shared parental leave by fathers and look at extending paid paternity leave and pay ""once the economy is in a stronger position""."	http://www.theguardian.com/money/2013/nov/29/jo-swinson-conflict-jobs-family-life
8	1	2	18	4	4	"Under plans being considered by the Labour Party, new fathers would receive four weeks paternity leave and minimum wage.  Matthew Hancock, the Conservative skills minister, dismissed the policy as too expensive. ""This policy would mean even more spending, more borrowing and more taxes - exactly what got us into a mess in the first place.'Äù "	http://www.telegraph.co.uk/news/politics/ed-miliband/10901134/Month-off-paternity-leave-for-new-fathers-under-Labour.html
9	1	2	18	3	2	'Parental leave: Fathers to get almost 12 months  New fathers could get nearly 12 months of parental leave after the birth of their baby, it is reported.  The coalition has already outlined plans for parental leave to be shared between mothers and fathers.'	http://www.bbc.co.uk/news/uk-politics-19925686
10	1	2	18	4	2	"The Conservative Party does not replicate Labour or Lib Dem policy on this.  However, from April 2015 a policy from  the Coalition Government, led by Lib Dem Minister Jo Swinson but reluctantly supported by the Conservatives, will introduce flexible parental leave.  Writing in the New Statesman on 16th January 2015 Swinson stated:  ""The introduction of shared parental leave means that, from April, parents will have greater choice in how they share the care of their child and time off work in the first year of their child's life. Under the new rules, mothers will still take at least two weeks of maternity leave immediately after birth, but after that working couples can share up to 50 weeks of leave and up to 37 weeks of pay.""  "	http://www.newstatesman.com/politics/2015/01/shared-parental-leave-will-deliver-flexibility-couples-want
2	1	2	19	2	4	Eric Pickles, Communities Secretary, implemented local priority statutory guidelines for council housing in Dec 2013.  Gov.uk: 'The guidance makes clear that only hard-working families, with a well-established residency, relatives or a job in the local area can go on their council's waiting list, so they are the first benefit when homes become available.'	https://www.gov.uk/government/news/pickles-pushes-local-people-to-the-front-of-the-queue-for-council-homes
5	1	2	19	2	3	The party is committed to more housebuilding but has no clear policy on this issue.	http://www.theguardian.com/society/2013/oct/01/conservative-party-end-social-housing
8	1	2	19	2	3	"In response to a UKIP policy of 'giving council house applicants whose parents or grandparents were born locally should be given priority on waiting lists',   David Cameron made a similar pledge. He said: ""Ministers, through new statutory guidance, would ensure that people lived in the same area for between two and five years before they would be allowed on to a waiting list for social housing"". "	http://www.theguardian.com/politics/2013/sep/19/ukip-council-house-parents-local
9	1	2	19	2	2	Conservative council, Hammersmith & Fulham -   'That is until we implemented a radical reform of how we allocate social housing to ensure that local people, in genuine need of somewhere to live have priority on the housing register. This has seen the numbers on the housing waiting list plummet to 1100, a reduction of nearly 90%. From this week only those with a five year local connection to the borough, a combined salary of less than £40,200, or those who are actually eligible for social housing will be allowed onto H&F'Äôs housing register. At the same time we are prioritising those who are working, those in training leading to employment and those making a significant contribution to the community, eg ex-service personnel and foster carers.'	http://www.conservativehome.com/localgovernment/2013/04/hammersmith-and-fulham-social-housing-register-cut-by-nearly-90.html
10	1	2	19	2	3	"On 28th November 2014, the BBC reported David Cameron's announcement for plans for policy that would be:  "" Stopping EU migrants from claiming in-work benefits, such as tax credits, and getting access to social housing for four years"" "	http://www.bbc.co.uk/news/uk-politics-30224493
2	1	2	20	3	3	Grammar schools are a divisive issue for the Conservative Party, which is traditionally pro-selection. There is a division between the leadership (anti-grammar schools) and the grassroots within the party. The recent tolerance for the creation of new grammar schools via a 'satellite schools' expansion loophole has brought the issue up again, and there is widespread support in the party for selective education. yet the leadership is unlikely to change course. This seems like it will remain a divisive issue.	http://www.ft.com/cms/s/0/5f578150-7c8d-11e4-aa9c-00144feabdc0.html#axzz3Sl3s3aIf
5	1	2	20	3	3	The party is committed to the creation of state schools under the coalition policy, but has a policy of a return to selective education in Wales. 	http://www.telegraph.co.uk/education/educationnews/10226290/Conservatives-promise-return-to-grammar-schools-but-only-in-Wales.html
8	1	2	20	2	3	In an article for Politics Home, entitles 'Should the moratorium on new grammar schools be lifted?' Graham Brady, Chairman of the 1922 Committee, argued that 'In 21st-century Britain it is unacceptable that people's choices are so severely constrained. It is a bizarre anachronism that in most of the country only people who can afford to pay are allowed access to academically selective schools. It is absurd that admission to the best state schools is routinely determined not by how well a child is suited to that school but by whether his parents can afford to buy a house in the catchment area.   Those of us who really want a fairer Britain should be prepared to trust the people'.  	https://www.politicshome.com/educatiorticles/house/grammar-time
9	1	2	20	3	2	"Party is divided - Cameron does not want grammar schools; some campaign groups, Welsh Conservatives do."	http://www.telegraph.co.uk/education/educationnews/10226290/Conservatives-promise-return-to-grammar-schools-but-only-in-Wales.html
10	1	2	20	2	3	"On 17th February 2015, The Guardian reported David Cameron to have changed his position on this.  Cameron is reported to have said:  "" 'ÄúUnder this government, grammar schools have been able to expand and that is all to the good.""  I'm sticking to my answer because I think it is the most recent comment by Cameron."	http://www.theguardian.com/politics/2015/feb/17/david-cameron-grammar-schools-tory-right-ukip
2	1	2	21	5	4	The Conservative Party have overseen major expansion of both the academy schools and free schools programmes, and boast of such on their website. The Party is fairly united on the range of options these programmes provide, and there is little grassroots opposition to either. A change of policy would be highly unlikely.	https://www.conservatives.com/SecuringABetterFuture/EducationSystem.aspx
5	1	2	21	5	4	Free schools were much talked about in the run-up to the general election in May 2010. They were the flagship policy of the then shadow education secretary, Michael Gove.  A month after he was appointed, he invited groups to submit their proposals for free schools.  Free schools were given approval in the Academies Act 2010, which also paved the way for existing state primary and secondary schools to become academies.	http://www.bbc.co.uk/news/education-13266290
8	1	2	21	5	4	"""At least a further 500 free schools would be opened in England in the next five years under a Conservative government, David Cameron has pledged.  He committed his party to creating an extra 270,000 school places in free schools, if re-elected, by 2020."",""http://www.bbc.co.uk/news/education-31791485"	http://www.bbc.co.uk/news/education-31791485
9	1	2	21	5	4	'Michael Gove pledges more free schools if Conservatives win election  Michael Gove says free schools need a secure future as he pledges to open more if the Conservatives win the next election'	http://www.telegraph.co.uk/news/politics/10948696/Michael-Gove-pledges-more-free-schools-if-Conservatives-win-election.html
10	1	2	21	5	4	"The Guardian reported on 6th March 2015 that:  "" The prime minister will also announce the names of 48 free schools to open in the summer of 2016 if the Conservatives are re-elected, as he demonstrates a determination not to slow down on probably the most disputed part of his party's school reform programme.""   "	http://www.theguardian.com/education/2015/mar/06/david-cameron-will-pledge-to-open-153-new-free-schools
2	1	2	22	5	4	The Conservative Party were behind removing the cap on tuition fees under the current government - removing fees altogether would represent a complete ideological and practical about face, and would be highly unlikely. Furthermore, David Cameron voted 'very strongly' for uncapping tuition fees, according to theyworkforyou.com.	http://www.theyworkforyou.com/mp/10777/david_cameron/witney
5	1	2	22	5	4	The party oversaw the introduction of larger university tuition fees in the coalition of 2010-2015. 	http://www.theguardian.com/education/2014/mar/23/tuition-fees-catastrophe-lib-dems-labour
8	1	2	22	5	4	As reported in the Daily Mail, Universities Minister, Greg Clark 'has insisted £9,000-a-year tuition fees are not too expensive 'Äì because it only costs the same as a 'posh coffee' to pay them back every day'.   'The Coalition increased the cap on student fees from £3,000 to £9,000 a year to fill the hole in university funding left by cuts to the higher education budget'. 	http://www.dailymail.co.uk/news/article-2937863/Tory-minister-insists-9-000-year-tuition-fees-not-expensive-cost-posh-coffee-day-repay.html
9	1	2	22	5	4	'Tuition fees rise is 'sustainable and fair', says David Cameron'	http://www.telegraph.co.uk/education/universityeducation/8189404/Tuition-fees-rise-is-sustainable-and-fair-says-David-Cameron.html
10	1	2	22	5	4	"In September 2014, the Guardian reported that the Universities Minister suggested  further rises had been on the agenda, but did not mention cuts or scrapping the fees.  The Guardian said:  "" Speaking to vice-chancellors at Universities UK's annual conference in Leeds, Clark said the current £9,000 fee 'Äúbroadly covers the cost of education for most courses in most institutions and there are arrangements to support high-cost courses.'Äù He said he's 'Äúnot persuaded'Äù by the argument for raising fees to take into account increased costs."" "	http://www.theguardian.com/higher-education-network/blog/2014/sep/10/universities-minister-greg-clark-rules-out-increasing-tuition-fees
2	1	2	23	3	3	The Conservative Party have pledged to renegotiate the terms of the UK's membership of the EU, and then hold an in/out referendum. The party is historically strongly divided on the issue of Europe, with very strong feelings for and against. The referendum does indicate that euroscepticism is winning the day, but can also be seen as a way of combatting UKIP's threat to steal Conservative votes without necessarily leaving Europe. So 'neither agree nor disagree' is the only option.  The Conservative Party's website lists several 'achievements' in rebalancing the UK's relationship with Europe, and then states that:  'We're also committed to a new relationship with Europe. We will renegotiate our membership of the EU, bringing powers back to Britain and away from Brussels.  We'll then give the British people the final say in an/out referendum in 2017. Only the Conservatives can deliver that referendum 'Äì Labour and the Lib Dems won't, and UKIP can't.'	https://www.conservatives.com/SecuringABetterFuture/StrongerCountry.aspx
5	1	2	23	3	3	The party want a referendum on British membership of the EU but the leadership remain committed to remaining in the EU. 	https://www.conservatives.com/europe/~/media/Files/Downloadable%20Files/MANIFESTO%202014/Euro%20Manifesto%20English.ashx
8	1	2	23	3	2	Conservatives' approach to the EU, as their 2014 Euro elections manifesto illustrates, seems to favour reform of the EU. They are willing to give people a choice through an in-out referendum. They haven't explicitly stated that they want to withdraw.	https://www.conservatives.com/europe/~/media/Files/Downloadable%20Files/MANIFESTO%202014/Large%20Print%20Euro%20Manifesto_English.ashx
9	1	2	23	3	3	The Party is divided on this issue. Promised referendum on the issue, following negotiations with EU.  'Cameron sent the clearest signal that he wants to stay in the EU.' Nov 2014	http://www.theguardian.com/politics/2014/nov/28/david-cameron-conservative-party-ukip-immigration-speech-europe-eu
10	1	2	23	3	2	"On September 29th 2014, George Osborne suggested a referendum would be offered by a Conservative government after reforms had been negociated and was reported by the Guardian as saying:  ""'ÄúPeople will know what the Conservative policy is but ultimately it will be a free vote for backbench Tory MPs, but people should be in no doubt that a Conservative government will put forward its proposals, the reform we will have achieved, the renegotiation we will have achieved, the successful outcome of that renegotiation.  He added: 'ÄúIf we did not think it was in Britain's interest to be in the EU we would not argue for it. Anyone who doubts that David Cameron will deliver should look at the Scottish referendum. He made a promise to hold a Scottish referendum; there were plenty of people that said don't do that.  'ÄúPeople can trust our prime minister to deliver on a referendum but we need to be in office to do that, and that will be one of the choices at the next election"" "	http://www.theguardian.com/politics/2014/sep/29/conservative-backbenchers-free-vote-eu-referendum-osborne
2	1	2	25	2	2	David Cameron has personally attached himself to the ringfencing of foreign aid by the current government. George Osbourne has also (http://www.dailymail.co.uk/news/article-2348990/Im-proud-increase-foreign-aid-says-Osborne-despite-Conservative-calls-scrap-ringfence.html). Cameron has also recently suggested that Britain would continue with this. However, compared to other political parties, the Conservatives have some differing views on their backbenches/in their grassroots. The FT reports:  'All three main Westminster parties support Britain's international aid commitment, although Tory backbench MPs will on Friday attempt to quash a government-backed move to put it into law. The UK Independence party has said it would cut aid spending by 85 per cent. Philip Davies, a Conservative MP, said: 'ÄúIt is completely ludicrous, at a time when we are borrowing so much money, that we are committing ourselves to an arbitrary figure that is increasingly unaffordable, on the basis of a recalcul	http://www.ft.com/cms/s/0/d217e3e4-7bc8-11e4-b6ab-00144feabdc0.html#axzz3SkpIPezb
5	1	2	25	3	3	The government has committed to 0.7% of GDP being spent on foreign, but whether the party would like to increase or decrease this is not clear. 	http://www.theguardian.com/politics/2014/dec/05/lib-dem-foreign-aid-bill-survives-tory-attempt-kill
8	1	2	25	2	4	In coalition the Conservatives have been committed to maintaining foreign aid spending.  'ÄúThis long-term commitment was in the manifestos of the Conservatives, Liberal Democrats and Labour as well as in the coalition agreement, and MPs have a responsibility to deliver on their promise.'Äù A government spokesman said: 'ÄúThe coalition government remains committed to investing 0.7% of our national income in overseas development. 'ÄúAs part of this, we will continue to support the private member's bill going through Parliament, which looks to enshrine this commitment in law.'Äù	http://www.theguardian.com/global-development/2014/dec/04/lib-dems-fear-tories-will-torpedo-foreign-aid-bill
9	1	2	25	2	3	David Cameron'Äôs foreign aid pledge to cost extra £1bn  The revelations will reignite the row over one of the most sensitive elements of government spending. David Cameron promised while in opposition that he would achieve the 0.7 per cent target as part of his attempt to rebrand the Conservatives and prove they were not the 'Äúnasty party'Äù.'	http://www.ft.com/cms/s/0/d217e3e4-7bc8-11e4-b6ab-00144feabdc0.html#axzz3SkpIPezb
